PB1201.3 - MANUTENÇÕES EVOLUTIVAS RELATÓRIOS FINANCEIROS GS3 |***| PB1201.1 - PROV.MANUTENÇÕES EVOLUTIVAS FINANCE |***| {,EVOLUTIVASFINANCE} |***| 2
NAO ENCONTROU MATCH |***| PB1525.2 - PROV. STEFANINI - PLANEJAM. E GESTÃO JAN |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1525.3 - PEP PB1525 |***| [] |***| 0
PB1526.2 - AMS DRIVE IT |***| PB1526.2 - PROV. TCS - AMS DRIVE IT JAN E FEV/18 |***| {,AMSDRIVEIT} |***| 3
NAO ENCONTROU MATCH |***| PB1526.3 - PEP PB1526 |***| [] |***| 0
PB1528.1 - [OUTS] FLEET MANAGEMENT - MANUFACTURING AREAS |***| PB1528.2 - PROV. STEFANINI - FLEET MANAG (PROD.) JA |***| {,FLEET} |***| 1
NAO ENCONTROU MATCH |***| PB1528.3 - PEP PB1528 |***| [] |***| 0
PB1529.1 - [OUTS] THERMAL PRINTERS - GARANTIA |***| PB1529.1 - GARANTIA ZEBRA- 3 ANOS - 19/36 |***| {,GARANTIA} |***| 1
PB1531.4 - [LICENSE] ATUALIZAÇÃO E MANUTENÇÃO DE SOFTWARE DO SEU KEPSERVEREX |***| PB1531.1 - MAN. SW KEPSERVEREX  - 21/36 |***| {,SWKEPSERVEREX} |***| 2
PB1531.4 - [LICENSE] ATUALIZAÇÃO E MANUTENÇÃO DE SOFTWARE DO SEU KEPSERVEREX |***| PB1531.2 - MANUTENÇÃO SW OSS - 11/12 |***| {,MANUTENÇÃOSW} |***| 2
NAO ENCONTROU MATCH |***| PB1532.1 - PROV. ENGINEERING - MANUFACTURING  JAN/1 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1532.2 - PROV. AUGE - SISTEMA DE MONIT DE RESÍDUO |***| [] |***| 0
PB1532.4 - [AMS] TCM METODOLOGIA |***| PB1532.3 - PROV. STEFANINI - SUPORTE TCM - METODOLO |***| {,TCM} |***| 1
NAO ENCONTROU MATCH |***| PB1532.5 - 0800022202-ENGINEERING DO BRASI-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1532.6 - 0800022202-ENGINEERING DO BRASI-EM- |***| [] |***| 0
PB1532.3 - [AMS] GBA VT/PBS - SECOND LEVEL SUPPORT 24X7 |***| PB1532.7 - PROV GBA PBS/VT 2/12 |***| {,GBA} |***| 1
NAO ENCONTROU MATCH |***| PB1532.8 - PROV. ENGINEERING - MANUFACTURING  JAN E |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1532.9 - PROV. AUGE - SIST. DE MONIT DE RESÍDUO J |***| [] |***| 0
PB1532.4 - [AMS] TCM METODOLOGIA |***| PB1532.10 - PROV. STEFANINI - SUPORTE TCM - METOD. J |***| {,TCM} |***| 1
PB1532.2 - [PLS] AMS PRODUÇÃO - ON SITE - SHIFT |***| PB1532.11 - PROV. STEFANINI - SUPORTE TCM - ON GOING |***| {,ON} |***| 1
NAO ENCONTROU MATCH |***| PB1532.12 - PEP PB1532 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1533.3 - PROV.  DESPESAS ICT 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1533.4 - TRANSFERENCIA CAMBIAL FGA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1533.5 - PROV.  DESPESAS ICT 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1533.6 - PROV.  DESPESAS ICT 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1533.7 - PROV.  DESPESAS ICT 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1533.8 - PEP PB1533 |***| [] |***| 0
PB1539.2 - [AMS] TOOLS CALIBER MANAGEMENT - QDA-9 |***| PB1539.1 - AMS. QDA-9  - 11/12 |***| {,QDA-9} |***| 1
PB1541.3 - HEAD - PEÇAS DE REPOSIÇÃO E MANUTENÇÃO |***| PB1541.2 - PROV. HEAD - MANUT. DE HW - JAN E FEV/18 |***| {,HEADDE} |***| 3
NAO ENCONTROU MATCH |***| PB1541.3 - PEP PB1541 |***| [] |***| 0
PB1543.2 - LICENÇA DE USO VETORH |***| PB1543.2 - PROV. SENIOR - MAN. E LICENÇA VETOR RH J |***| {,LICENÇA} |***| 1
NAO ENCONTROU MATCH |***| PB1543.3 - PEP PB1543 |***| [] |***| 0
PB1544.2 - GESTÃO MENSAL SUPORTE DO VETORH |***| PB1544.2 - PROV. FORCEONE - GES ME SUP. DO VETORH J |***| {,DOVETORH} |***| 2
NAO ENCONTROU MATCH |***| PB1544.3 - PEP PB1544 |***| [] |***| 0
PB1548.2 - CLICK WM AMS - LICENÇAS |***| PB1548.1 - PROV CLICK WM AMS - LICENÇAS 2/12 |***| {,LICENÇASWMAMSCLICK} |***| 4
PB1548.1 - MANUTENÇÃO SW ENGEMAN |***| PB1548.2 - SW ENGEMAM - 7/12 |***| {,SW} |***| 1
NAO ENCONTROU MATCH |***| PB1548.3 - PEP PB1548 |***| [] |***| 0
PB1549.10 - SCDM PARA INBOUND - EDI PARA INBOUND LOGISTICA |***| PB1549.1 - PROV. DI2S - SCDM PARA INBOUND JAN/18 |***| {,INBOUNDPARASCDM} |***| 3
PB1549.2 - CLICK WM AMS |***| PB1549.2 - PROV. REPLY - MAS - CLICK JAN/18 |***| {,CLICK} |***| 1
PB1549.4 - OBT PATIO PERNAMBUCO - SUPORTE DEVICES E GATES RFID AMS |***| PB1549.3 - PROV. TCS - SUPORTE AMS PARA OS SISTEMAS |***| {,AMSSUPORTE} |***| 2
PB1549.3 - OBT PATIO PERNAMBUCO AMS |***| PB1549.4 - PROV. T-SYSTEMS - OBT PATIO PERNAMBUCO M |***| {,PERNAMBUCOOBTPATIO} |***| 3
PB1549.9 - CLICK WM AMS  - PRODUCT UPDATE |***| PB1549.5 - PROV CLICK WM AMS  - UPDATE 2/12 |***| {,WMCLICKUPDATEAMS} |***| 5
PB1549.4 - OBT PATIO PERNAMBUCO - SUPORTE DEVICES E GATES RFID AMS |***| PB1549.6 - PROV. DI2S - JAN E FEV/18 |***| [] |***| 1
PB1549.2 - CLICK WM AMS |***| PB1549.7 - PROV. REPLY - AMS - CLICK JAN E FEV/18 |***| {,AMSCLICK} |***| 2
PB1549.6 - CLICK WM SUPORTE |***| PB1549.8 - PROV. REPLY - CLICK WM SUPORTE FEV/18 |***| {,WMCLICKSUPORTE} |***| 3
PB1549.4 - OBT PATIO PERNAMBUCO - SUPORTE DEVICES E GATES RFID AMS |***| PB1549.9 - PROV. TCS - SUPORTE AMS PARA OS SIS. JAN |***| {,AMSSUPORTE} |***| 2
PB1549.4 - OBT PATIO PERNAMBUCO - SUPORTE DEVICES E GATES RFID AMS |***| PB1549.10 - PROV. T-SYSTEMS - OBT PATIO PE AMS JAN E |***| {,OBTAMSPATIO} |***| 4
NAO ENCONTROU MATCH |***| PB1549.11 - PEP PB1549 |***| [] |***| 0
PB1572.2 - AMS SAP - MANUTENÇÃO CORRETIVA E SUPORTE + ADICIONAL ESCOPO ÁREA COMERCIAL |***| PB1572.1 - PROV. ACCENTURE - MAN CORRETIVA  E SUP ( |***| {,CORRETIVA} |***| 2
PB1572.2 - AMS SAP - MANUTENÇÃO CORRETIVA E SUPORTE + ADICIONAL ESCOPO ÁREA COMERCIAL |***| PB1572.2 - PROV. ACCENTURE - MAN CORRETIVA JAN E FE |***| {,CORRETIVA} |***| 2
NAO ENCONTROU MATCH |***| PB1572.3 - PEP PB1572 |***| [] |***| 0
PB1575.2 - LICENÇAS MICROSOFT (2017 A 2019) |***| PB1575.1 - LICENÇAS MICROSOFT - 9/12 |***| {,LICENÇASMICROSOFT} |***| 2
NAO ENCONTROU MATCH |***| PB1576.2 - PROV. STEFANINI - FLEET MANAG. (ESCRITÓR |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1576.3 - PROV. STEFANINI - INSTALL PC PE - MAR A |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1576.4 - PROV. STEFANINI - FLEET MANAG. (ESC.) JA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1576.5 - PEP PB1576 |***| [] |***| 0
PB1577.1 - SERVICE DESK |***| PB1577.1 - PROV. STEFANINI - SERVICE DESK FEV/18 |***| {,SERVICEDESK} |***| 2
PB1579.2 - TÉCNICO RESIDENTE BT |***| PB1579.2 - PROV. BT - TÉC RESIDENTE GESTÃO DE TEL J |***| {,BTRESIDENTE} |***| 2
NAO ENCONTROU MATCH |***| PB1579.3 - PEP PB1579 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1581.1 - PROV. JAN 18 ICT NFS VIVO |***| [] |***| 0
PB1581.2 - TELEFONIA MÓVEL SG&A |***| PB1581.3 - 0054600002 - DESPESA TELEFONIA CELULAR |***| {,TELEFONIA} |***| 1
PB1581.3 - DESPESAS TELEFONIA FIXA SG&A |***| PB1581.4 - 0054600001 - DESPESA TELEFONIA FIXA |***| {,TELEFONIAFIXA} |***| 2
NAO ENCONTROU MATCH |***| PB1581.6 - MEET ME JANEIRO/2018 |***| [] |***| 0
PB1581.3 - DESPESAS TELEFONIA FIXA SG&A |***| PB1581.9 - 0054600001 - DESPESA TELEFONIA FIXA |***| {,TELEFONIAFIXA} |***| 2
NAO ENCONTROU MATCH |***| PB1581.10 - ALOCAÇÃO TELEFON FI |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1581.11 - ALOCAÇÃO TELEFON FI |***| [] |***| 0
PB1581.2 - TELEFONIA MÓVEL SG&A |***| PB1581.12 - TELEFONIA DE TERCEIROS NÃO RECUPERADA |***| {,TELEFONIA} |***| 1
PB1581.2 - TELEFONIA MÓVEL SG&A |***| PB1581.13 - TELEFONIA DE TERCEIROS RECUPERADA |***| {,TELEFONIA} |***| 1
PB1581.1 - DESPESAS MEETME SG&A |***| PB1581.14 - MEETME JAN/18 |***| {,MEETME} |***| 1
NAO ENCONTROU MATCH |***| PB1581.15 - ALOCAÇÃO TELEFON MO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1581.16 - ALOCAÇÃO TELEFON MO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1581.17 - PROV. JAN 18 ICT NFS VIVO |***| [] |***| 0
PB1582.2 - SMARTNET DE TELEPRESENÇA - TPS E VDCS  - SMARTNET |***| PB1582.2 - PROV. BT - GESTÃO DE TELEPRES - GOI JAN |***| {,DE} |***| 1
NAO ENCONTROU MATCH |***| PB1582.3 - CISCO SMNT TELEP. - 12/12 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1582.4 - PEP PB1582 |***| [] |***| 0
PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS |***| PB1583.1 - PROV. BT - WAN - LINK GO PLANTA MPLS SET |***| {,WANPLANTAMPLSLINK} |***| 4
NAO ENCONTROU MATCH |***| PB1583.2 - GERENCIAMENTO POR SETOR |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1583.3 - GERENCIAMENTO POR SETOR |***| [] |***| 0
PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS |***| PB1583.4 - LOCAÇÃO DE ROTEADOR (CPE) / PORTA MPLS |***| {,MPLS} |***| 1
NAO ENCONTROU MATCH |***| PB1583.5 - GERENCIAMENTO POR SETOR |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1583.6 - 0054600008 - TRANSMISSAO DE DADOS E REDE |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1583.7 - 0054600008 - TRANSMISSAO DE DADOS E REDE |***| [] |***| 0
PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS |***| PB1583.8 - PROV. BT - WAN - LINK MPLS JAN E FEV/18 |***| {,WANMPLSLINK} |***| 3
NAO ENCONTROU MATCH |***| PB1583.9 - PEP PB1583 |***| [] |***| 0
PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS |***| PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/ID |***| {,[AMS]MANAGEMENTQUALITYISSUES} |***| 4
NAO ENCONTROU MATCH |***| PB1586.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PER |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.3 - [OSS] ICT GOVERNANCE - FCA PERNAMBUCO 30 |***| [] |***| 0
PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS |***| PB1586.4 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/ID |***| {,[AMS]MANAGEMENTQUALITYISSUES} |***| 4
NAO ENCONTROU MATCH |***| PB1586.5 - PROV.  DESPESAS ICT 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.6 - FGP - FAT.7470000049 - PO 61980024 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.7 - IRRF FAT.7470000049 FGP PO. 61980024 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.8 - CIDE FAT.7470000049 FGP PO. 61980024 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.9 - FGP - FAT.7470000050 - PO 61984468 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.10 - IRRF FAT.7470000050 FGP PO. 61984468 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.11 - CIDE FAT.7470000050 FGP PO. 61984468 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.12 - TRANSF. RECLASSIFICAÇÃO OSS |***| [] |***| 0
PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS |***| PB1586.13 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/ID |***| {,[AMS]MANAGEMENTQUALITYISSUES} |***| 4
PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS |***| PB1586.14 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/ID |***| {,[AMS]MANAGEMENTQUALITYISSUES} |***| 4
NAO ENCONTROU MATCH |***| PB1586.15 - TRANSFERENCIA CAMBIAL FGP |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.16 - TRANSFERENCIA CAMBIAL FCA CHRYSLER |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.17 - PROV.  DESPESAS ICT 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1586.18 - PEP PB1586 |***| [] |***| 0
PB1590.1 - UPDATE LICENÇAS CLICK SPARE PARTS (ARMAZENS P&A) |***| PB1590.1 - MANUT. LICENÇAS SPARE PARTS - 11/12 |***| {,LICENÇASPARTSSPARE} |***| 3
NAO ENCONTROU MATCH |***| PB1591.1 - APP_PFS_SUPORTE ARMAZÉNS_JAN_FEV |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1591.2 - 0800036027-REPLY DO BRASIL SIST-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1591.3 - 0800036027-REPLY DO BRASIL SIST-EM- |***| [] |***| 0
PB1593.1 - SUPORTE ESPECIALIZADO EUS |***| PB1593.1 - PROV. STEFANINI - SERVIÇO DE SUPORTE TÉC |***| {,SUPORTE} |***| 1
NAO ENCONTROU MATCH |***| PB1593.2 - PEP PB1593 |***| [] |***| 0
PB1598.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PERNAMBUCO 30% |***| PB1598.1 - [OSS] ITO SERVERS / INFRA OSS  - FCA PER |***| {,[OSS]ITOOSSINFRAFCASERVERS} |***| 8
PB1598.1 - [OSS] ICT GOVERNANCE - FCA PERNAMBUCO 30% |***| PB1598.2 - [OSS] ICT GOVERNANCE - FCA PERNAMBUCO 30 |***| {,[OSS]FCAPERNAMBUCOGOVERNANCEICT} |***| 5
PB1598.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PERNAMBUCO 30% |***| PB1598.3 - TRANSF. RECLASSIFICAÇÃO OSS |***| {,OSS} |***| 1
PB1598.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PERNAMBUCO 30% |***| PB1598.4 - TRANSF. RECLASSIFICAÇÃO OSS |***| {,OSS} |***| 1
PB1598.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PERNAMBUCO 30% |***| PB1598.5 - [OSS] ITO SERVERS / INFRA OSS  - FCA PER |***| {,[OSS]ITOOSSINFRAFCASERVERS} |***| 8
PB1598.1 - [OSS] ICT GOVERNANCE - FCA PERNAMBUCO 30% |***| PB1598.6 - [OSS] ICT GOVERNANCE - FCA PERNAMBUCO 30 |***| {,[OSS]FCAPERNAMBUCOGOVERNANCEICT} |***| 5
PB1598.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PERNAMBUCO 30% |***| PB1598.7 - [OSS] ITO SERVERS / INFRA OSS  - FCA PER |***| {,[OSS]ITOOSSINFRAFCASERVERS} |***| 8
PB1598.1 - [OSS] ICT GOVERNANCE - FCA PERNAMBUCO 30% |***| PB1598.8 - [OSS] ICT GOVERNANCE - FCA PERNAMBUCO 30 |***| {,[OSS]FCAPERNAMBUCOGOVERNANCEICT} |***| 5
PB1598.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PERNAMBUCO 30% |***| PB1598.9 - TRANSFERENCIA CAMBIAL FCA CHRYSLER |***| {,FCA} |***| 1
PB1598.2 - [OSS] ITO SERVERS / INFRA OSS  - FCA PERNAMBUCO 30% |***| PB1598.10 - TRANSFERENCIA CAMBIAL FCA CHRYSLER |***| {,FCA} |***| 1
NAO ENCONTROU MATCH |***| PB1598.11 - PEP PB1598 |***| [] |***| 0
PB1604.1 - ART&MIS - AR (ACCOUNT RECONCILIATION) BLACKLINE |***| PB1604.1 - PROV. ART&MIS - AR BLACKLINE 2018 |***| {,BLACKLINEART&MISAR} |***| 3
NAO ENCONTROU MATCH |***| PB1604.2 - TRANSFERENCIA CAMBIAL FCA ITEM |***| [] |***| 0
PB1604.1 - ART&MIS - AR (ACCOUNT RECONCILIATION) BLACKLINE |***| PB1604.3 - PROV. ART&MIS - AR BLACKLINE 2018 |***| {,BLACKLINEART&MISAR} |***| 3
NAO ENCONTROU MATCH |***| PB1604.4 - PEP PB1604 |***| [] |***| 0
PB1605.1 - SERVIÇO DE IMPRESSÃO SOB DEMANDA - NFE |***| PB1605.2 - PROV. LEXMARQ - SERVIÇO DE IMP. - NFE JA |***| {,SERVIÇONFEDE} |***| 3
NAO ENCONTROU MATCH |***| PB1605.3 - PEP PB1605 |***| [] |***| 0
PB1607.1 - LAN ITO + TRUE-UP (COMPLEMENTAR) |***| PB1607.2 - PROV. N&C - LAN ITO + TRUE-UP JAN E FEV/ |***| {,ITOLANTRUE-UP} |***| 4
PB1607.2 - LAN - MANUTENÇÃO / SUPORTE - CISCO SMARTNET |***| PB1607.3 - SMARTNET GOIANA - 5/12 |***| {,SMARTNET} |***| 1
NAO ENCONTROU MATCH |***| PB1607.4 - PEP PB1607 |***| [] |***| 0
PB1608.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA |***| PB1608.1 - PROV.  GESTÃO MENSAL TELEPRESENCE 2018 |***| {,MENSALGESTÃO} |***| 2
NAO ENCONTROU MATCH |***| PB1608.2 - FIAT I - FAT.4006171589 C - PO 61979848/ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1608.3 - PIS FAT.4006171589 C FIAT I PO. 61979848 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1608.4 - COFINS FAT.4006171589 FIAT I PO 61979848 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1608.5 - IRRF FAT.4006171589 C FIAT I PO. 6197984 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1608.6 - CIDE FAT.4006171589 C FIAT I PO. 6197984 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1608.7 - TRANSFERENCIA CAMBIAL FCA ITEM |***| [] |***| 0
PB1612.1 - MANUTENÇÃO DE HW - SERVIDORES HP |***| PB1612.1 - PROV. HP - SERVIÇO DE MANUTENÇÃO EM HW J |***| {,MANUTENÇÃOHPDEHW} |***| 4
PB1612.2 - MANUTENÇÃO DE HW - STORAGE E BACKUP |***| PB1612.2 - PROV MANT HW STORAGEBACKUP 2/12 |***| {,HW} |***| 1
PB1612.1 - MANUTENÇÃO DE HW - SERVIDORES HP |***| PB1612.3 - PROV. HP - SERVIÇO DE MANUTENÇÃO EM HW J |***| {,MANUTENÇÃOHPDEHW} |***| 4
NAO ENCONTROU MATCH |***| PB1612.4 - PROV. EMC - MANUT. STORAGE/BKP HW/SW JAN |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1612.5 - PEP PB1612 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1613.1 - PROV LICENÇAS SPAZIO 2/12 |***| [] |***| 0
PB1613.7 - MANTUTENÇÃO DE SW - SUPORTE E MANUTENÇÃO STINGRAY (BALANCEADOR DE CARGA) |***| PB1613.2 - PROV MANT E SUP STINGRAY 2/12 |***| {,STINGRAY} |***| 2
NAO ENCONTROU MATCH |***| PB1613.3 - LICENÇAS MICROSOFT - 9/12 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1613.4 - MANUT.SW REDHAT LINUX - 12/12 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1613.5 - MAINTENANCE_IBM - ELA - 5/12 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1613.6 - PEP PB1613 |***| [] |***| 0
PB1614.2 - GESTÃO ITO IBM PERNAMBUCO - MISA G&A |***| PB1614.2 - PROV. IBM - GESTÃO DE PROXY - NOV/16 A S |***| {,IBMGESTÃO} |***| 2
PB1614.2 - GESTÃO ITO IBM PERNAMBUCO - MISA G&A |***| PB1614.3 - PROV. IBM - GESTÃO ITO IBM PE G&A |***| {,ITOG&AIBMGESTÃO} |***| 4
PB1617.1 - AMS 24X7 PER NPL |***| PB1617.3 - PROV. AMS 24X7 PER NPL - SAP 2018 |***| {,24X7AMSPERNPL} |***| 4
NAO ENCONTROU MATCH |***| PB1617.4 - TRANSFERENCIA CAMBIAL FGA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1617.5 - PROV.  DESPESAS ICT 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1617.6 - PROV.  DESPESAS ICT 2017 |***| [] |***| 0
PB1617.1 - AMS 24X7 PER NPL |***| PB1617.7 - PROV. AMS 24X7 PER NPL - SAP 2018 |***| {,24X7AMSPERNPL} |***| 4
NAO ENCONTROU MATCH |***| PB1617.8 - PEP PB1617 |***| [] |***| 0
PB1619.2 - GESTÃO FACILITIES - 24X7 |***| PB1619.1 - PROV. NPO - GESTÃO FACILITIES - 24X7 JAN |***| {,FACILITIESGESTÃO24X7} |***| 3
PB1619.2 - GESTÃO FACILITIES - 24X7 |***| PB1619.2 - PROV. NPO - GESTÃO FACILITIES - 24X7 JAN |***| {,FACILITIESGESTÃO24X7} |***| 3
NAO ENCONTROU MATCH |***| PB1619.3 - PEP PB1619 |***| [] |***| 0
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.1 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.2 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.3 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.4 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.5 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.6 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.7 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.8 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1623.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1623.9 - RECLASSIFICAÇÃO ICT INDUSTRIAL FEV/18 |***| {,INDUSTRIAL} |***| 1
PB1625.2 - IMPRESSÃO ESCRITÓRIO |***| PB1625.1 - PROV. XEROX - SERV. DE IMPRESSÃO JAN/18 |***| {,IMPRESSÃO} |***| 1
NAO ENCONTROU MATCH |***| PB1625.2 - ALOCAÇÃO IMPRESSAO |***| [] |***| 0
PB1625.2 - IMPRESSÃO ESCRITÓRIO |***| PB1625.3 - PROV. XEROX - SERV. DE IMPRESSÃO JAN E F |***| {,IMPRESSÃO} |***| 1
NAO ENCONTROU MATCH |***| PB1625.4 - TRANSF. XEROX FEV/18 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1625.5 - TRANSF. XEROX FEV/18 |***| [] |***| 0
PB1630.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1630.1 - ICT LOCAÇÃO ESTAÇÃO DE TRABALHO |***| {,DE} |***| 1
PB1630.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1630.2 - ICT LOCAÇÃO ESTAÇÃO DE TRABALHO |***| {,DE} |***| 1
NAO ENCONTROU MATCH |***| PB1630.3 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1630.4 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
PB1630.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1630.5 - LEASING HP REF. FEV/18 |***| {,LEASING} |***| 1
NAO ENCONTROU MATCH |***| PB1630.6 - PEP PB1630 |***| [] |***| 0
PB1632.1 - GESTÃO ITO IBM PERNAMBUCO - MISA INDUSTRIAL |***| PB1632.1 - PROV. IBM - GESTÃO ITO IBM PE IND |***| {,ITOIBMGESTÃO} |***| 3
NAO ENCONTROU MATCH |***| PB1632.2 - PEP PB1632 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1653.4 - PROV. ENGINEERING - MANUFA  3º T JAN E F |***| [] |***| 0
NAO EXISTE TM1 |***| PB1653.5 - PROV. HEAD - MANUT. DE HW - 3º TURNO JAN |***| [] |***| 0
NAO EXISTE TM1 |***| PB1653.6 - PROV. N&C - LAN ITO + TRUE-UP 3º T JAN E |***| [] |***| 0
NAO EXISTE TM1 |***| PB1653.7 - PROV. N&C - LAN - PROXIMITY FIAPE JAN E |***| [] |***| 0
NAO EXISTE TM1 |***| PB1653.8 - PEP PB1653 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1716.1 - 0800004459-ALTAIR ENGINEERING D-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1716.2 - 0800004459-ALTAIR ENGINEERING D-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1716.3 - 0800012670-SMARTTECH SERVICOS D-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1716.4 - 0800012670-SMARTTECH SERVICOS D-EM- |***| [] |***| 0
PB1716.12 - IBM - LICENÇA DOORS FAMILY |***| PB1716.5 - 0053700028 - LICENCAS DE USO SOFTWARE - |***| {,LICENCAS} |***| 1
NAO ENCONTROU MATCH |***| PB1716.6 - EDASHOP INC - FAT.18013 - PO 61984653 |***| [] |***| 0
